IPN,name,description,category,keywords,units,purchase_price
T2503505,225MM/250MM LOWER INSERT,225MM/250MM LOWER INSERT,Jaw Inserts,shared,ea,254.00
T2503506,225MM/250MM UPPER INSERT,225MM/250MM UPPER INSERT,Jaw Inserts,shared,ea,254.00
851208,225mm/8dips 2j insert set,225mm/8dips 2j insert set,Jaw Inserts,shared,ea,1542.00
851207,225MM/8DIPS 3JAW INSERT SET,225MM/8DIPS 3JAW INSERT SET,Jaw Inserts,shared,ea,1138.00
851201,225mm/8dips insert set,225mm/8dips insert set,Jaw Inserts,shared,ea,3085.00
851202,225MM/8DIPS LOWER INSERT WLD,225MM/8DIPS LOWER INSERT WLD,Jaw Inserts,shared,ea,297.00
851203,225MM/8DIPS UPPER INSERT WLD,225MM/8DIPS UPPER INSERT WLD,Jaw Inserts,shared,ea,297.00
1214281,225mmx11-1/4 mit insert set,225mmx11-1/4 mit insert set,Jaw Inserts,shared,ea,3173.00
1214279,225MMX11-1/4 MIT LOWER INSERT,225MMX11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,709.00
1214280,225MMX11-1/4 MIT UPPER INSERT,225MMX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,696.00
3603556,22ipsx22-1/2 mit insert set,22ipsx22-1/2 mit insert set,Jaw Inserts,shared,ea,17501.00
3603554,22IPSX22-1/2 MIT LOWER INSERT,22IPSX22-1/2 MIT LOWER INSERT,Jaw Inserts,shared,ea,3339.00
3603555,22IPSX22-1/2 MIT UPPER INSERT,22IPSX22-1/2 MIT UPPER INSERT,Jaw Inserts,shared,ea,3339.00
MLM00043,24 POS FEMALE INSERT,24 POS FEMALE INSERT,Jaw Inserts,shared,ea,73.12
MLM00046,24 pos male insert,24 pos male insert,Jaw Inserts,shared,ea,96.93
3629901,24dips fab insert set,24dips fab insert set,Jaw Inserts,shared,ea,18647.00
3629904,24DIPS JAW INSERT RIM,24DIPS JAW INSERT RIM,Jaw Inserts,shared,ea,314.00
3606619,24dips lower insert,24dips lower insert,Jaw Inserts,shared,ea,2565.00
3606618,24dips upper insert,24dips upper insert,Jaw Inserts,shared,ea,2565.00
3606620,24dipsx11-1/4 mit insert set,24dipsx11-1/4 mit insert set,Jaw Inserts,shared,ea,17501.00
3606622,24DIPSX11-1/4 MIT LOWER INSERT,24DIPSX11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,3294.00
3606621,24DIPSX11-1/4 MIT UPPER INSERT,24DIPSX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,3294.00
3603553,24dipsx22-1/2 mit insert set,24dipsx22-1/2 mit insert set,Jaw Inserts,shared,ea,17501.00
3603551,24DIPSX22-1/2 MIT LOWER INSERT,24DIPSX22-1/2 MIT LOWER INSERT,Jaw Inserts,shared,ea,3339.00
3603552,24DIPSX22-1/2 MIT UPPER INSERT,24DIPSX22-1/2 MIT UPPER INSERT,Jaw Inserts,shared,ea,3339.00
2411602,24ips lower insert,24ips lower insert,Jaw Inserts,shared,ea,1073.00
2411603,24ips upper insert,24ips upper insert,Jaw Inserts,shared,ea,1073.00
3606613,24ipsx11-1/4 mit insert set,24ipsx11-1/4 mit insert set,Jaw Inserts,shared,ea,17501.00
3606611,24ipsx11-1/4 mit lower insert,24ipsx11-1/4 mit lower insert,Jaw Inserts,shared,ea,4580.00
3606612,24IPSX11-1/4 MIT UPPER INSERT,24IPSX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,3230.00
3603559,24ipsx22-1/2 mit insert set,24ipsx22-1/2 mit insert set,Jaw Inserts,shared,ea,17501.00
3603557,24ipsx22-1/2 mit lower insert,24ipsx22-1/2 mit lower insert,Jaw Inserts,shared,ea,4580.00
3603558,24ipsx22-1/2 mit upper insert,24ipsx22-1/2 mit upper insert,Jaw Inserts,shared,ea,4580.00
1213512,250mm 2j insert set,250mm 2j insert set,Jaw Inserts,shared,ea,1029.00
1213502,250mm insert,250mm insert,Jaw Inserts,shared,ea,296.00
1207227,250mm jis insert,250mm jis insert,Jaw Inserts,shared,ea,316.00
1207228,250mm jis insert set,250mm jis insert set,Jaw Inserts,shared,ea,2193.00
2470001,250mm knife edge insert assy,250mm knife edge insert assy,Jaw Inserts,shared,ea,1635.00
1214220,250MM X11-1/4 MIT LOWER INSERT,250MM X11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,709.00
1214221,250MM X11-1/4 MIT UPPER INSERT,250MM X11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,696.00
1214235,250mmx11-1/4 mit insert set,250mmx11-1/4 mit insert set,Jaw Inserts,shared,ea,3173.00
1214299,250mmx15 mit insert set,250mmx15 mit insert set,Jaw Inserts,shared,ea,3173.00
1214297,250mmx15 mit lower insert,250mmx15 mit lower insert,Jaw Inserts,shared,ea,874.00
1214298,250mmx15 mit upper insert,250mmx15 mit upper insert,Jaw Inserts,shared,ea,874.00
12142114,250mmx22-1/2 mit insert set,250mmx22-1/2 mit insert set,Jaw Inserts,shared,ea,3173.00
12142102,250MMX5-5/8 MIT INSERT SET,250MMX5-5/8 MIT INSERT SET,Jaw Inserts,shared,ea,1936.00
12142100,250mmx5-5/8 mit lower insert,250mmx5-5/8 mit lower insert,Jaw Inserts,shared,ea,874.00
12142101,250mmx5-5/8 mit upper insert,250mmx5-5/8 mit upper insert,Jaw Inserts,shared,ea,874.00
207526,25mm insert,25mm insert,Jaw Inserts,shared,ea,50.46
04P0990564,25mm insert set,25mm insert set,Jaw Inserts,shared,ea,618.00
207525,25mm insert set,25mm insert set,Jaw Inserts,shared,ea,245.00
207550,25mm jis insert set,25mm jis insert set,Jaw Inserts,shared,ea,242.00
CTS15026,25mm ratchet fcr insert set,25mm ratchet fcr insert set,Jaw Inserts,shared,ea,160.00
3629801,26 od/660mm fab insert set,26 od/660mm fab insert set,Jaw Inserts,shared,ea,18647.00
1213514,265MM INSERT SET,265MM INSERT SET,Jaw Inserts,shared,ea,1356.00
1213508,267MM INSERT,267MM INSERT,Jaw Inserts,shared,ea,238.00
1213509,267MM INSERT SET,267MM INSERT SET,Jaw Inserts,shared,ea,1356.00
1213510,268mm insert,268mm insert,Jaw Inserts,shared,ea,296.00
1213511,268mm insert set,268mm insert set,Jaw Inserts,shared,ea,2193.00
3606616,26ips lower insert,26ips lower insert,Jaw Inserts,shared,ea,2565.00
3606615,26ips upper insert,26ips upper insert,Jaw Inserts,shared,ea,2565.00
3606623,26ipsx11-1/4 mit insert set,26ipsx11-1/4 mit insert set,Jaw Inserts,shared,ea,17501.00
3606625,26IPSX11-1/4 MIT LOWER INSERT,26IPSX11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,3294.00
3606624,26IPSX11-1/4 MIT UPPER INSERT,26IPSX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,3294.00
3603535,27 OD INSERT SET,27 OD INSERT SET,Jaw Inserts,shared,ea,11566.00
3603533,27 OD LOWER INSERT,27 OD LOWER INSERT,Jaw Inserts,shared,ea,1892.00
3603534,27 OD UPPER INSERT,27 OD UPPER INSERT,Jaw Inserts,shared,ea,1892.00
3603538,27.375 OD INSERT SET,27.375 OD INSERT SET,Jaw Inserts,shared,ea,11566.00
3603536,27.375 OD LOWER INSERT,27.375 OD LOWER INSERT,Jaw Inserts,shared,ea,1892.00
3603537,27.375 OD UPPER INSERT,27.375 OD UPPER INSERT,Jaw Inserts,shared,ea,1892.00
3603541,27.66 OD INSERT SET,27.66 OD INSERT SET,Jaw Inserts,shared,ea,11566.00
3603539,27.66 OD LOWER INSERT,27.66 OD LOWER INSERT,Jaw Inserts,shared,ea,1892.00
3603540,27.66 OD UPPER INSERT,27.66 OD UPPER INSERT,Jaw Inserts,shared,ea,1892.00
1207233,270mm insert set,270mm insert set,Jaw Inserts,shared,ea,2193.00
CTS15032,27MM RATCHET FCR INSERT SET,27MM RATCHET FCR INSERT SET,Jaw Inserts,shared,ea,49.46
3619705,28 od/710mm fab insert set,28 od/710mm fab insert set,Jaw Inserts,shared,ea,18647.00
3603418 - Used,28 OD/710MM INSERT SET,28 OD/710MM INSERT SET,Jaw Inserts,shared,ea,10514.00
3603416,28 OD/710MM LOWER INSERT,28 OD/710MM LOWER INSERT,Jaw Inserts,shared,ea,1892.00
3603417,28 OD/710MM UPPER INSERT,28 OD/710MM UPPER INSERT,Jaw Inserts,shared,ea,1892.00
458404,28-17mm insert,28-17mm insert,Jaw Inserts,shared,ea,129.00
458409,28-17mm smartfab insert set,28-17mm smartfab insert set,Jaw Inserts,shared,ea,1301.00
1207230,280mm 2j insert set,280mm 2j insert set,Jaw Inserts,shared,ea,1029.00
1207203,280mm insert,280mm insert,Jaw Inserts,shared,ea,264.00
1245601,280MM KNIFE EDGE INSERT SET,280MM KNIFE EDGE INSERT SET,Jaw Inserts,shared,ea,2389.00
1245602,280MM LOWER KNIFE EDGE INSERT,280MM LOWER KNIFE EDGE INSERT,Jaw Inserts,shared,ea,915.00
1245603,280MM UPPER KNIFE EDGE INSERT,280MM UPPER KNIFE EDGE INSERT,Jaw Inserts,shared,ea,915.00
1214284,280mmx11-1/4 mit insert set,280mmx11-1/4 mit insert set,Jaw Inserts,shared,ea,3173.00
1214282,280MMX11-1/4 MIT LOWER INSERT,280MMX11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,709.00
1214283,280MMX11-1/4 MIT UPPER INSERT,280MMX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,696.00
3603529,28ipsx11-1/4 mit insert set,28ipsx11-1/4 mit insert set,Jaw Inserts,shared,ea,17501.00
3603527,28IPSX11-1/4 MIT LOWER INSERT,28IPSX11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,3294.00
3603528,28IPSX11-1/4 MIT UPPER INSERT,28IPSX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,3294.00
428301,2cts insert,2cts insert,Jaw Inserts,shared,ea,92.70
428302,2cts insert set,2cts insert set,Jaw Inserts,shared,ea,377.00
MJQ00194,2cu storage box w/foam insert,2cu storage box w/foam insert,Jaw Inserts,shared,ea,2481.00
809215,2ips 2j insert set,2ips 2j insert set,Jaw Inserts,shared,ea,427.00
716901,2ips hdpe jaw insert,2ips hdpe jaw insert,Jaw Inserts,shared,ea,112.00
716902,2ips hdpe jaw insert set,2ips hdpe jaw insert set,Jaw Inserts,shared,ea,854.00
809202,2ips insert,2ips insert,Jaw Inserts,shared,ea,123.00
809204,2ips insert set,2ips insert set,Jaw Inserts,shared,ea,855.00
SW10002,2ips j/c insert,2ips j/c insert,Jaw Inserts,shared,ea,77.99
SW10003,2ips j/c insert set,2ips j/c insert set,Jaw Inserts,shared,ea,354.00
207701,2ips lower insert,2ips lower insert,Jaw Inserts,shared,ea,103.00
SW04902,2ips master fitting insert,2ips master fitting insert,Jaw Inserts,shared,ea,98.51
SW04901,2ips master fitting insert set,2ips master fitting insert set,Jaw Inserts,shared,ea,190.00
410002,2ips master/60mm insert,2ips master/60mm insert,Jaw Inserts,shared,ea,83.43
410007,2ips master/60mm insert set,2ips master/60mm insert set,Jaw Inserts,shared,ea,338.00
SWP0865342,2ips pipe rounding insert,2ips pipe rounding insert,Jaw Inserts,shared,ea,336.00
716822,2ips pp jaw insert set,2ips pp jaw insert set,Jaw Inserts,shared,ea,521.00
410213,2ips sdwl clamping insert set,2ips sdwl clamping insert set,Jaw Inserts,shared,ea,140.00
410210,2ips sidewall clamping insert,2ips sidewall clamping insert,Jaw Inserts,shared,ea,77.97
810403,2ipsx11-1/4 mit insert set,2ipsx11-1/4 mit insert set,Jaw Inserts,shared,ea,2483.00
410027,2ipsx11-1/4 mit insert set,2ipsx11-1/4 mit insert set,Jaw Inserts,shared,ea,1997.00
810402,2IPSX11-1/4 MIT LOWER INSERT,2IPSX11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,557.00
410025,2IPSX11-1/4 MIT LOWER INSERT,2IPSX11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,406.00
810401,2IPSX11-1/4 MIT UPPER INSERT,2IPSX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,557.00
410026,2IPSX11-1/4 MIT UPPER INSERT,2IPSX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,406.00
807885,2IPSX22-1/2 MIT INSERT SET,2IPSX22-1/2 MIT INSERT SET,Jaw Inserts,shared,ea,1514.00
807876,2ipsx22-1/2 mit lower insert,2ipsx22-1/2 mit lower insert,Jaw Inserts,shared,ea,681.00
807877,2ipsx22-1/2 mit upper insert,2ipsx22-1/2 mit upper insert,Jaw Inserts,shared,ea,681.00
860004,2JAW 3IPS STEEL INSERT SET,2JAW 3IPS STEEL INSERT SET,Jaw Inserts,shared,ea,0.00
860005,2JAW 4IPS STEEL INSERT SET,2JAW 4IPS STEEL INSERT SET,Jaw Inserts,shared,ea,0.00
860103,2JAW 5IPS STEEL INSERT SET,2JAW 5IPS STEEL INSERT SET,Jaw Inserts,shared,ea,0.00
860204,2JAW 6IPS STEEL INSERT SET,2JAW 6IPS STEEL INSERT SET,Jaw Inserts,shared,ea,0.00
MJQ00193,2lc storage box w/foam insert,2lc storage box w/foam insert,Jaw Inserts,shared,ea,1452.00
410014,3.050 OD INSERT,3.050 OD INSERT,Jaw Inserts,shared,ea,141.00
410015,3.050 OD INSERT SET,3.050 OD INSERT SET,Jaw Inserts,shared,ea,288.00
SW04804,3.060 FITTING INSERT,3.060 FITTING INSERT,Jaw Inserts,shared,ea,67.73
SW04803,3.060 fitting insert set,3.060 fitting insert set,Jaw Inserts,shared,ea,253.00
SW04806,3.200 FITTING INSERT,3.200 FITTING INSERT,Jaw Inserts,shared,ea,122.00
SW04805,3.200 FITTING INSERT SET,3.200 FITTING INSERT SET,Jaw Inserts,shared,ea,197.00
SW04802,3.300 FITTING INSERT,3.300 FITTING INSERT,Jaw Inserts,shared,ea,63.09
SW04801,3.300 FITTING INSERT SET,3.300 FITTING INSERT SET,Jaw Inserts,shared,ea,113.00
410028,3.625 OD INSERT,3.625 OD INSERT,Jaw Inserts,shared,ea,145.00
410029,3.625 OD INSERT SET,3.625 OD INSERT SET,Jaw Inserts,shared,ea,449.00
UB000309,3/4 IPS ADJ JAW INSERT SET,3/4 IPS ADJ JAW INSERT SET,Jaw Inserts,shared,ea,183.00
UB000333,"3/4&1"" LAM&SES FTG LWR INSERT","3/4&1"" LAM&SES FTG LWR INSERT",Jaw Inserts,shared,ea,893.00
UB000334,"3/4&1"" LAM&SES FTG UPR INSERT","3/4&1"" LAM&SES FTG UPR INSERT",Jaw Inserts,shared,ea,893.00
207507,3/4CTS INSERT,3/4CTS INSERT,Jaw Inserts,shared,ea,38.62
CTS07302,3/4CTS INSERT,3/4CTS INSERT,Jaw Inserts,shared,ea,22.32
207517,3/4cts insert set,3/4cts insert set,Jaw Inserts,shared,ea,175.00
CTS07301,3/4cts insert set,3/4cts insert set,Jaw Inserts,shared,ea,114.00
CTS15021,3/4cts ratchet fcr insert set,3/4cts ratchet fcr insert set,Jaw Inserts,shared,ea,58.53
207502,3/4ips insert,3/4ips insert,Jaw Inserts,shared,ea,50.46
207512,3/4ips insert set,3/4ips insert set,Jaw Inserts,shared,ea,175.00
CTS15020,3/4ips ratchet fcr insert set,3/4ips ratchet fcr insert set,Jaw Inserts,shared,ea,58.53
CTS07202,3/4ips/27mm insert,3/4ips/27mm insert,Jaw Inserts,shared,ea,30.15
CTS07201,3/4ips/27mm insert set,3/4ips/27mm insert set,Jaw Inserts,shared,ea,114.00
UB000329,3/4IPSX1.346 STA JAW INSERT,3/4IPSX1.346 STA JAW INSERT,Jaw Inserts,shared,ea,866.00
3603513,30 od lower insert,30 od lower insert,Jaw Inserts,shared,ea,2565.00
3603514,30 od upper insert,30 od upper insert,Jaw Inserts,shared,ea,2565.00
1207216,300MM INSERT,300MM INSERT,Jaw Inserts,shared,ea,249.00
1207217,300mm insert set,300mm insert set,Jaw Inserts,shared,ea,2058.00
2411829,300MM JIS INSERT SET,300MM JIS INSERT SET,Jaw Inserts,shared,ea,3041.00
2411827,300MM JIS LOWER INSERT,300MM JIS LOWER INSERT,Jaw Inserts,shared,ea,463.00
2411828,300MM JIS UPPER INSERT,300MM JIS UPPER INSERT,Jaw Inserts,shared,ea,463.00
3603520,30ipsx11-1/4 mit insert set,30ipsx11-1/4 mit insert set,Jaw Inserts,shared,ea,17501.00
3603518,30IPSX11-1/4 MIT LOWER INSERT,30IPSX11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,0.00
3603519,30IPSX11-1/4 MIT UPPER INSERT,30IPSX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,3294.00
207549,30mm jis insert set,30mm jis insert set,Jaw Inserts,shared,ea,242.00
3629604,31.5 OD/800MM JAW INSERT RIM,31.5 OD/800MM JAW INSERT RIM,Jaw Inserts,shared,ea,233.00
1211206,315mm 2j insert set,315mm 2j insert set,Jaw Inserts,shared,ea,1185.00
1211203,315MM 3JAW INSERT SET,315MM 3JAW INSERT SET,Jaw Inserts,shared,ea,1023.00
1211207,315mm insert pair,315mm insert pair,Jaw Inserts,shared,ea,626.00
2469601,315mm knife edge insert assy,315mm knife edge insert assy,Jaw Inserts,shared,ea,1635.00
2420614,315mmx11-1/4 mit insert set,315mmx11-1/4 mit insert set,Jaw Inserts,shared,ea,6963.00
2420602,315MMX11-1/4 MIT LOWER INSERT,315MMX11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,1238.00
2420603,315MMX11-1/4 MIT UPPER INSERT,315MMX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,1238.00
24206140,315mmx22-1/2 mit insert set,315mmx22-1/2 mit insert set,Jaw Inserts,shared,ea,6963.00
2420689,315MMX5-5/8 MIT INSERT SET,315MMX5-5/8 MIT INSERT SET,Jaw Inserts,shared,ea,3791.00
2420687,315MMX5-5/8 MIT LOWER INSERT,315MMX5-5/8 MIT LOWER INSERT,Jaw Inserts,shared,ea,1238.00
2420688,315MMX5-5/8 MIT UPPER INSERT,315MMX5-5/8 MIT UPPER INSERT,Jaw Inserts,shared,ea,1238.00
1242403,318MM INSERT ASSY,318MM INSERT ASSY,Jaw Inserts,shared,ea,499.00
1242402,318MM INSERT SET,318MM INSERT SET,Jaw Inserts,shared,ea,3032.00
1242401,318MM STEEL INSERT,318MM STEEL INSERT,Jaw Inserts,shared,ea,490.00
3603510,32 od/30dips lower insert,32 od/30dips lower insert,Jaw Inserts,shared,ea,2565.00
3603511,32 od/30dips upper insert,32 od/30dips upper insert,Jaw Inserts,shared,ea,2565.00
3629503,32 od/813mm lwr fab insert wld,32 od/813mm lwr fab insert wld,Jaw Inserts,shared,ea,2565.00
3629502,32 od/813mm upr fab insert wld,32 od/813mm upr fab insert wld,Jaw Inserts,shared,ea,2565.00
3603526,32ipsx11-1/4 mit insert set,32ipsx11-1/4 mit insert set,Jaw Inserts,shared,ea,17501.00
3603524,32IPSX11-1/4 MIT LOWER INSERT,32IPSX11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,3294.00
3603525,32IPSX11-1/4 MIT UPPER INSERT,32IPSX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,3230.00
207528,32MM INSERT,32MM INSERT,Jaw Inserts,shared,ea,48.19
04P0990571,32mm insert set,32mm insert set,Jaw Inserts,shared,ea,618.00
207527,32mm insert set,32mm insert set,Jaw Inserts,shared,ea,245.00
CTS21601,32MM MNMC 16MM INSERT SET,32MM MNMC 16MM INSERT SET,Jaw Inserts,shared,ea,0.00
CTS13502,32MM MNMC 20MM INSERT,32MM MNMC 20MM INSERT,Jaw Inserts,shared,ea,51.43
CTS13501,32mm mnmc 20mm insert set,32mm mnmc 20mm insert set,Jaw Inserts,shared,ea,232.00
CTS09302,32MM MNMC 25MM INSERT,32MM MNMC 25MM INSERT,Jaw Inserts,shared,ea,51.43
CTS09301,32mm mnmc 25mm insert set,32mm mnmc 25mm insert set,Jaw Inserts,shared,ea,232.00
CTS15028,32mm ratchet fcr insert set,32mm ratchet fcr insert set,Jaw Inserts,shared,ea,160.00
3603530,34 od lower insert,34 od lower insert,Jaw Inserts,shared,ea,2565.00
3603531,34 od upper insert,34 od upper insert,Jaw Inserts,shared,ea,2565.00
3603545,34.35 od insert set,34.35 od insert set,Jaw Inserts,shared,ea,18647.00
3603543,34.35 OD LOWER INSERT,34.35 OD LOWER INSERT,Jaw Inserts,shared,ea,1971.00
3603544,34.35 OD UPPER INSERT,34.35 OD UPPER INSERT,Jaw Inserts,shared,ea,1971.00
2411808,340MM LOWER INSERT,340MM LOWER INSERT,Jaw Inserts,shared,ea,543.00
2411809,340MM UPPER INSERT,340MM UPPER INSERT,Jaw Inserts,shared,ea,543.00
24206137,340mmx11-1/4 mit insert set,340mmx11-1/4 mit insert set,Jaw Inserts,shared,ea,6963.00
CTS15030,34mm ratchet fcr insert set,34mm ratchet fcr insert set,Jaw Inserts,shared,ea,160.00
2412224,350mm jis insert set,350mm jis insert set,Jaw Inserts,shared,ea,4986.00
2412222,350mm jis lower insert,350mm jis lower insert,Jaw Inserts,shared,ea,670.00
2412223,350mm jis upper insert,350mm jis upper insert,Jaw Inserts,shared,ea,670.00
2427503,355MM INSERT ELBOW SET,355MM INSERT ELBOW SET,Jaw Inserts,shared,ea,6935.00
2469301,355mm knife edge insert assy,355mm knife edge insert assy,Jaw Inserts,shared,ea,2021.00
2427502,355MM LOWER INSERT ELBOW,355MM LOWER INSERT ELBOW,Jaw Inserts,shared,ea,2247.00
2427501,355MM UPPER INSERT ELBOW,355MM UPPER INSERT ELBOW,Jaw Inserts,shared,ea,2247.00
2420692,355MMX5-5/8 MIT INSERT SET,355MMX5-5/8 MIT INSERT SET,Jaw Inserts,shared,ea,3791.00
2420690,355MMX5-5/8 MIT LOWER INSERT,355MMX5-5/8 MIT LOWER INSERT,Jaw Inserts,shared,ea,1238.00
2420691,355MMX5-5/8 MIT UPPER INSERT,355MMX5-5/8 MIT UPPER INSERT,Jaw Inserts,shared,ea,1238.00
3634401,36 SIDEWALL MASTER INSERT HALF,36 SIDEWALL MASTER INSERT HALF,Jaw Inserts,shared,ea,4617.00
4821104,36DIPS JAW INSERT RIM,36DIPS JAW INSERT RIM,Jaw Inserts,shared,ea,338.00
4821102,36dips upr/lwr insert wld,36dips upr/lwr insert wld,Jaw Inserts,shared,ea,3246.00
4813005,36IPS MASTER LOWER INSERT,36IPS MASTER LOWER INSERT,Jaw Inserts,shared,ea,2569.00
4813004,36IPS MASTER UPPER INSERT,36IPS MASTER UPPER INSERT,Jaw Inserts,shared,ea,2569.00
4813010,36ipsx11-1/4 mit insert set,36ipsx11-1/4 mit insert set,Jaw Inserts,shared,ea,22733.00
4813009,36ipsx11-1/4 mit lower insert,36ipsx11-1/4 mit lower insert,Jaw Inserts,shared,ea,6250.00
4813008,36ipsx11-1/4 mit upper insert,36ipsx11-1/4 mit upper insert,Jaw Inserts,shared,ea,6250.00
24206125,370mmx11-1/4 mit insert set,370mmx11-1/4 mit insert set,Jaw Inserts,shared,ea,6963.00
24206123,370mmx11-1/4 mit lower insert,370mmx11-1/4 mit lower insert,Jaw Inserts,shared,ea,1935.00
24206124,370mmx11-1/4 mit upper insert,370mmx11-1/4 mit upper insert,Jaw Inserts,shared,ea,1935.00
4813013,38ips insert set,38ips insert set,Jaw Inserts,shared,ea,25202.00
4813012,38IPS LOWER INSERT,38IPS LOWER INSERT,Jaw Inserts,shared,ea,2569.00
4813011,38IPS UPPER INSERT,38IPS UPPER INSERT,Jaw Inserts,shared,ea,2569.00
4813133,39.313 OD INSERT SET,39.313 OD INSERT SET,Jaw Inserts,shared,ea,15659.00
4813131,39.313 OD LOWER INSERT,39.313 OD LOWER INSERT,Jaw Inserts,shared,ea,2569.00
4813132,39.313 OD UPPER INSERT,39.313 OD UPPER INSERT,Jaw Inserts,shared,ea,2569.00
4813130,39.680 OD INSERT SET,39.680 OD INSERT SET,Jaw Inserts,shared,ea,15659.00
4813128,39.680 OD LOWER INSERT,39.680 OD LOWER INSERT,Jaw Inserts,shared,ea,2569.00
4813129,39.680 OD UPPER INSERT,39.680 OD UPPER INSERT,Jaw Inserts,shared,ea,2569.00
809326,3dips 2j insert set,3dips 2j insert set,Jaw Inserts,shared,ea,451.00
716930,3dips hdpe jaw insert set,3dips hdpe jaw insert set,Jaw Inserts,shared,ea,854.00
809312,3DIPS INSERT,3DIPS INSERT,Jaw Inserts,shared,ea,104.00
410114,3DIPS INSERT,3DIPS INSERT,Jaw Inserts,shared,ea,70.04
809313,3dips insert set,3dips insert set,Jaw Inserts,shared,ea,902.00
410115,3dips insert set,3dips insert set,Jaw Inserts,shared,ea,377.00
716826,3dips pp jaw insert set,3dips pp jaw insert set,Jaw Inserts,shared,ea,521.00
809323,3ips 2j insert set,3ips 2j insert set,Jaw Inserts,shared,ea,451.00
716906,3ips hdpe jaw insert set,3ips hdpe jaw insert set,Jaw Inserts,shared,ea,854.00
809302,3ips insert,3ips insert,Jaw Inserts,shared,ea,123.00
809304,3ips insert set,3ips insert set,Jaw Inserts,shared,ea,902.00
SW10101,3ips j/c insert,3ips j/c insert,Jaw Inserts,shared,ea,77.99
SW10102,3ips j/c insert set,3ips j/c insert set,Jaw Inserts,shared,ea,354.00
SWP0865344,3ips pipe rounding insert,3ips pipe rounding insert,Jaw Inserts,shared,ea,336.00
716818,3ips pp jaw insert set,3ips pp jaw insert set,Jaw Inserts,shared,ea,521.00
410304,3ips sidewall insert,3ips sidewall insert,Jaw Inserts,shared,ea,81.11
410305,3ips sidewall insert set,3ips sidewall insert set,Jaw Inserts,shared,ea,137.00
860002,3IPS STEEL INSERT,3IPS STEEL INSERT,Jaw Inserts,shared,ea,191.00
410102,3ips/89mm insert,3ips/89mm insert,Jaw Inserts,shared,ea,92.70
410103,3ips/89mm insert set,3ips/89mm insert set,Jaw Inserts,shared,ea,377.00
810503,3ipsx11-1/4 mit insert set,3ipsx11-1/4 mit insert set,Jaw Inserts,shared,ea,2483.00
410024,3ipsx11-1/4 mit insert set,3ipsx11-1/4 mit insert set,Jaw Inserts,shared,ea,1997.00
810502,3IPSX11-1/4 MIT LOWER INSERT,3IPSX11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,560.00
410022,3IPSX11-1/4 MIT LOWER INSERT,3IPSX11-1/4 MIT LOWER INSERT,Jaw Inserts,shared,ea,406.00
810501,3IPSX11-1/4 MIT UPPER INSERT,3IPSX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,560.00
410023,3IPSX11-1/4 MIT UPPER INSERT,3IPSX11-1/4 MIT UPPER INSERT,Jaw Inserts,shared,ea,406.00
807886,3IPSX22-1/2 MIT INSERT SET,3IPSX22-1/2 MIT INSERT SET,Jaw Inserts,shared,ea,1514.00
809306,"4"" od insert","4"" od insert",Jaw Inserts,shared,ea,150.00
809322,"4"" od insert set","4"" od insert set",Jaw Inserts,shared,ea,1084.00
410012,4.000 OD INSERT,4.000 OD INSERT,Jaw Inserts,shared,ea,141.00
410013,4.000 OD INSERT SET,4.000 OD INSERT SET,Jaw Inserts,shared,ea,420.00
809212,4.15 OD INSERT,4.15 OD INSERT,Jaw Inserts,shared,ea,232.00
809213,4.15 OD INSERT SET,4.15 OD INSERT SET,Jaw Inserts,shared,ea,1153.00
SW12802,4.201 FITTING INSERT,4.201 FITTING INSERT,Jaw Inserts,shared,ea,139.00
SW12801,4.201 FITTING INSERT SET,4.201 FITTING INSERT SET,Jaw Inserts,shared,ea,277.00
809316,4.227 OD INSERT,4.227 OD INSERT,Jaw Inserts,shared,ea,236.00
809317,4.227 OD INSERT SET,4.227 OD INSERT SET,Jaw Inserts,shared,ea,1416.00
