IPN,name,description,category,keywords,units,purchase_price
2480701,Acrobat w/qf 355mm otr mov jaw [2480701],Acrobat w/qf 355mm otr mov jaw,Jaws & Carriage,shared,ea,2346.00
2480502,Acrobat w/qf 400mm inr fxd jaw [2480502],Acrobat w/qf 400mm inr fxd jaw,Jaws & Carriage,shared,ea,2346.00
2480602,Acrobat w/qf 400mm inr mov jaw [2480602],Acrobat w/qf 400mm inr mov jaw,Jaws & Carriage,shared,ea,2346.00
2480402,Acrobat w/qf 400mm otr fxd jaw [2480402],Acrobat w/qf 400mm otr fxd jaw,Jaws & Carriage,shared,ea,2346.00
2480702,Acrobat w/qf 400mm otr mov jaw [2480702],Acrobat w/qf 400mm otr mov jaw,Jaws & Carriage,shared,ea,2346.00
2480503,Acrobat w/qf 450mm inr fxd jaw [2480503],Acrobat w/qf 450mm inr fxd jaw,Jaws & Carriage,shared,ea,2346.00
2480603,Acrobat w/qf 450mm inr mov jaw [2480603],Acrobat w/qf 450mm inr mov jaw,Jaws & Carriage,shared,ea,2346.00
2480403,Acrobat w/qf 450mm otr fxd jaw [2480403],Acrobat w/qf 450mm otr fxd jaw,Jaws & Carriage,shared,ea,2346.00
2480703,Acrobat w/qf 450mm otr mov jaw [2480703],Acrobat w/qf 450mm otr mov jaw,Jaws & Carriage,shared,ea,2346.00
2480504,Acrobat w/qf 500mm inr fxd jaw [2480504],Acrobat w/qf 500mm inr fxd jaw,Jaws & Carriage,shared,ea,3091.00
2480604,Acrobat w/qf 500mm inr mov jaw [2480604],Acrobat w/qf 500mm inr mov jaw,Jaws & Carriage,shared,ea,3091.00
2480404,Acrobat w/qf 500mm otr fxd jaw [2480404],Acrobat w/qf 500mm otr fxd jaw,Jaws & Carriage,shared,ea,3091.00
2480704,Acrobat w/qf 500mm otr mov jaw [2480704],Acrobat w/qf 500mm otr mov jaw,Jaws & Carriage,shared,ea,3091.00
2480505,Acrobat w/qf 560mm inr fxd jaw [2480505],Acrobat w/qf 560mm inr fxd jaw,Jaws & Carriage,shared,ea,3091.00
2480605,Acrobat w/qf 560mm inr mov jaw [2480605],Acrobat w/qf 560mm inr mov jaw,Jaws & Carriage,shared,ea,3091.00
2480405,Acrobat w/qf 560mm otr fxd jaw [2480405],Acrobat w/qf 560mm otr fxd jaw,Jaws & Carriage,shared,ea,3091.00
2480705,Acrobat w/qf 560mm otr mov jaw [2480705],Acrobat w/qf 560mm otr mov jaw,Jaws & Carriage,shared,ea,3091.00
2480506,Acrobat w/qf 630mm inr fxd jaw [2480506],Acrobat w/qf 630mm inr fxd jaw,Jaws & Carriage,shared,ea,3208.00
2480606,Acrobat w/qf 630mm inr mov jaw [2480606],Acrobat w/qf 630mm inr mov jaw,Jaws & Carriage,shared,ea,3208.00
2480406,Acrobat w/qf 630mm otr fxd jaw [2480406],Acrobat w/qf 630mm otr fxd jaw,Jaws & Carriage,shared,ea,3208.00
2480706,Acrobat w/qf 630mm otr mov jaw [2480706],Acrobat w/qf 630mm otr mov jaw,Jaws & Carriage,shared,ea,3208.00
UB000133,ADJUSTABLE JAW CLEVIS [UB000133],ADJUSTABLE JAW CLEVIS,Jaws & Carriage,shared,ea,304.00
UB000132,ADJUSTABLE JAW LINK [UB000132],ADJUSTABLE JAW LINK,Jaws & Carriage,shared,ea,324.00
UB000134,ADJUSTABLE JAW YOKE [UB000134],ADJUSTABLE JAW YOKE,Jaws & Carriage,shared,ea,486.00
T5057601,Auto indexer box mount [T5057601],Auto indexer box mount,Jaws & Carriage,shared,ea,215.00
459701,Carriage bushing [459701],Carriage bushing,Jaws & Carriage,shared,ea,26.47
T900P0896264,Carriage control assy [T900P0896264],Carriage control assy,Jaws & Carriage,shared,ea,10874.00
8163166,Carriage control label [8163166],Carriage control label,Jaws & Carriage,shared,ea,23.61
T9015608,Carriage cyl ext hose assy [T9015608],Carriage cyl ext hose assy,Jaws & Carriage,shared,ea,713.00
6310301,CARRIAGE DIR CONTROL VALVE MOD [6310301],CARRIAGE DIR CONTROL VALVE MOD,Jaws & Carriage,shared,ea,0.00
T9015607,Carriage ext hose assy [T9015607],Carriage ext hose assy,Jaws & Carriage,shared,ea,681.00
T9015603,Carriage ext hose assy [T9015603],Carriage ext hose assy,Jaws & Carriage,shared,ea,484.00
T4829605,Carriage ext hose assy female [T4829605],Carriage ext hose assy female,Jaws & Carriage,shared,ea,1109.00
T4829606,Carriage ext hose assy male [T4829606],Carriage ext hose assy male,Jaws & Carriage,shared,ea,1109.00
T9015504,CARRIAGE EXTENSION CABLE ASSY [T9015504],CARRIAGE EXTENSION CABLE ASSY,Jaws & Carriage,shared,ea,857.00
T4829602,Carriage extension hose assy [T4829602],Carriage extension hose assy,Jaws & Carriage,shared,ea,990.00
1219112,Carriage extension hose assy [1219112],Carriage extension hose assy,Jaws & Carriage,shared,ea,396.00
1219107,Carriage extension hose assy [1219107],Carriage extension hose assy,Jaws & Carriage,shared,ea,359.00
T9055501,Carriage heater power cable [T9055501],Carriage heater power cable,Jaws & Carriage,shared,ea,3520.00
t1807616,Carriage hook bracket [t1807616],Carriage hook bracket,Jaws & Carriage,shared,ea,34.68
848201,Carriage hose bracket [848201],Carriage hose bracket,Jaws & Carriage,shared,ea,103.00
T9002602,Carriage hose trough [T9002602],Carriage hose trough,Jaws & Carriage,shared,ea,159.00
4826701,CARRIAGE HOSE TROUGH [4826701],CARRIAGE HOSE TROUGH,Jaws & Carriage,shared,ea,214.00
3601502,Carriage hose trough [3601502],Carriage hose trough,Jaws & Carriage,shared,ea,194.00
3601501,Carriage hose trough [3601501],Carriage hose trough,Jaws & Carriage,shared,ea,135.00
T5009301,Carriage lift handle wld;sp [T5009301],Carriage lift handle wld;sp,Jaws & Carriage,shared,ea,239.00
T5028501,CARRIAGE LIFTING BRACKET WLD [T5028501],CARRIAGE LIFTING BRACKET WLD,Jaws & Carriage,shared,ea,209.00
AT48P0897266,Carriage linear transducer kit [AT48P0897266],Carriage linear transducer kit,Jaws & Carriage,shared,ea,722.00
T5009501,Carriage lock [T5009501],Carriage lock,Jaws & Carriage,shared,ea,67.86
T5050701,Carriage lock bar [T5050701],Carriage lock bar,Jaws & Carriage,shared,ea,50.95
T1203201,Carriage lock bar [T1203201],Carriage lock bar,Jaws & Carriage,shared,ea,19.07
SW27601,Carriage lock wld [SW27601],Carriage lock wld,Jaws & Carriage,shared,ea,179.00
T9007901,Carriage manifold [T9007901],Carriage manifold,Jaws & Carriage,shared,ea,2655.00
801201,CARRIAGE MANIFOLD [801201],CARRIAGE MANIFOLD,Jaws & Carriage,shared,ea,906.00
T5026501,CARRIAGE MANIFOLD ASSY [T5026501],CARRIAGE MANIFOLD ASSY,Jaws & Carriage,shared,ea,3511.00
1814002,Carriage manifold assy [1814002],Carriage manifold assy,Jaws & Carriage,shared,ea,1131.00
T2406806,Carriage manifold bracket [T2406806],Carriage manifold bracket,Jaws & Carriage,shared,ea,156.00
T9018402,Carriage manifold bracket [T9018402],Carriage manifold bracket,Jaws & Carriage,shared,ea,245.00
T9018401,CARRIAGE MANIFOLD BRACKET WLD [T9018401],CARRIAGE MANIFOLD BRACKET WLD,Jaws & Carriage,shared,ea,382.00
846402,CARRIAGE MANIFOLD CLAMP [846402],CARRIAGE MANIFOLD CLAMP,Jaws & Carriage,shared,ea,162.00
T2406701,CARRIAGE MANIFOLD GUARD WLD [T2406701],CARRIAGE MANIFOLD GUARD WLD,Jaws & Carriage,shared,ea,0.00
1817201,Carriage manifold mtg bracket [1817201],Carriage manifold mtg bracket,Jaws & Carriage,shared,ea,787.00
T9022701,Carriage manifold w/ plugs [T9022701],Carriage manifold w/ plugs,Jaws & Carriage,shared,ea,3037.00
8163104,Carriage open/close label [8163104],Carriage open/close label,Jaws & Carriage,shared,ea,13.41
8163219,Carriage open/close label [8163219],Carriage open/close label,Jaws & Carriage,shared,ea,5.28
8163218,Carriage open/close label [8163218],Carriage open/close label,Jaws & Carriage,shared,ea,5.28
816330,Carriage open/close label;sp [816330],Carriage open/close label;sp,Jaws & Carriage,shared,ea,5.11
T9005101,Carriage outrigger weldment [T9005101],Carriage outrigger weldment,Jaws & Carriage,shared,ea,849.00
T48P0811946,Carriage panel retainer [T48P0811946],Carriage panel retainer,Jaws & Carriage,shared,ea,72.45
T48P0808798,Carriage panel stop bar [T48P0808798],Carriage panel stop bar,Jaws & Carriage,shared,ea,75.88
T9013501,Carriage power cable assy [T9013501],Carriage power cable assy,Jaws & Carriage,shared,ea,1232.00
T9055401,Carriage rtd cable [T9055401],Carriage rtd cable,Jaws & Carriage,shared,ea,758.00
T9014401,Carriage rtd cable assy [T9014401],Carriage rtd cable assy,Jaws & Carriage,shared,ea,853.00
3605702,CARRIAGE SHAFT [3605702],CARRIAGE SHAFT,Jaws & Carriage,shared,ea,977.00
T2406129,Carriage skid [T2406129],Carriage skid,Jaws & Carriage,shared,ea,9712.00
T2406125,Carriage skid [T2406125],Carriage skid,Jaws & Carriage,shared,ea,11340.00
T2406101,CARRIAGE SKID [T2406101],CARRIAGE SKID,Jaws & Carriage,shared,ea,8785.00
T1202501,Carriage skid [T1202501],Carriage skid,Jaws & Carriage,shared,ea,1222.00
T5003801,Carriage skid weldment;sp [T5003801],Carriage skid weldment;sp,Jaws & Carriage,shared,ea,2293.00
T802501,Carriage skid wld [T802501],Carriage skid wld,Jaws & Carriage,shared,ea,1141.00
7807801,Carriage sled [7807801],Carriage sled,Jaws & Carriage,shared,ea,5959.00
T2505001,Carriage spacer [T2505001],Carriage spacer,Jaws & Carriage,shared,ea,155.00
459601,Carriage stop bushing [459601],Carriage stop bushing,Jaws & Carriage,shared,ea,46.79
3602704,Carriage support arm [3602704],Carriage support arm,Jaws & Carriage,shared,ea,2468.00
2419604,CARRIAGE SUPPORT ARM [2419604],CARRIAGE SUPPORT ARM,Jaws & Carriage,shared,ea,1701.00
814301,Carriage support plate [814301],Carriage support plate,Jaws & Carriage,shared,ea,105.00
1814601,Carriage support plate [1814601],Carriage support plate,Jaws & Carriage,shared,ea,187.00
3605703,Carriage support shaft [3605703],Carriage support shaft,Jaws & Carriage,shared,ea,1095.00
3605701,CARRIAGE SUPPORT SHAFT;SP [3605701],CARRIAGE SUPPORT SHAFT;SP,Jaws & Carriage,shared,ea,836.00
4862603,Carriage switch cable assy [4862603],Carriage switch cable assy,Jaws & Carriage,shared,ea,671.00
6312901,Carriage valve handle lck bmpr [6312901],Carriage valve handle lck bmpr,Jaws & Carriage,shared,ea,65.73
6312701,CARRIAGE VALVE HANDLE LOCK ASY [6312701],CARRIAGE VALVE HANDLE LOCK ASY,Jaws & Carriage,shared,ea,1895.00
6311101,CARRIAGE VALVE HANDLE LOCK ASY [6311101],CARRIAGE VALVE HANDLE LOCK ASY,Jaws & Carriage,shared,ea,743.00
6312601,Carriage valve handle lock pl [6312601],Carriage valve handle lock pl,Jaws & Carriage,shared,ea,476.00
6312501,Carriage valve handle lock wld [6312501],Carriage valve handle lock wld,Jaws & Carriage,shared,ea,1244.00
6312401,CARRIAGE VALVE HANDLE LOCK WLD [6312401],CARRIAGE VALVE HANDLE LOCK WLD,Jaws & Carriage,shared,ea,1111.00
6310303,Carriage valve handle wld [6310303],Carriage valve handle wld,Jaws & Carriage,shared,ea,497.00
816304,Carriage valve label [816304],Carriage valve label,Jaws & Carriage,shared,ea,36.91
UB000701,CARRIAGE YOKE WLD [UB000701],CARRIAGE YOKE WLD,Jaws & Carriage,shared,ea,1883.00
455601,Chain clamp coupling jaw assy [455601],Chain clamp coupling jaw assy,Jaws & Carriage,shared,ea,1300.00
455501,CHAIN CLAMP PIPE JAW ASSY [455501],CHAIN CLAMP PIPE JAW ASSY,Jaws & Carriage,shared,ea,898.00
455702,Clamp jaw assy [455702],Clamp jaw assy,Jaws & Carriage,shared,ea,1639.00
455701,Clamp jaw assy [455701],Clamp jaw assy,Jaws & Carriage,shared,ea,1747.00
453302,Clamp jaw slide bar [453302],Clamp jaw slide bar,Jaws & Carriage,shared,ea,491.00
453301,CLAMP JAW SLIDE BAR [453301],CLAMP JAW SLIDE BAR,Jaws & Carriage,shared,ea,306.00
6502501,Clamp side fixed jaw cap [6502501],Clamp side fixed jaw cap,Jaws & Carriage,shared,ea,10437.00
4801301,Clamp side inner fixed jaw cap [4801301],Clamp side inner fixed jaw cap,Jaws & Carriage,shared,ea,9696.00
4801202,Clamp side inr movable jaw cap [4801202],Clamp side inr movable jaw cap,Jaws & Carriage,shared,ea,10084.00
6519402,Clamp side jaw cap wear block [6519402],Clamp side jaw cap wear block,Jaws & Carriage,shared,ea,342.00
6519401,Clamp side jaw cap wear block [6519401],Clamp side jaw cap wear block,Jaws & Carriage,shared,ea,342.00
6302904,Clamp side jaw cap wear block [6302904],Clamp side jaw cap wear block,Jaws & Carriage,shared,ea,239.00
6302903,Clamp side jaw cap wear block [6302903],Clamp side jaw cap wear block,Jaws & Carriage,shared,ea,239.00
4801302,Clamp side outer fixed jaw cap [4801302],Clamp side outer fixed jaw cap,Jaws & Carriage,shared,ea,9696.00
4801201,Clamp side outer mov jaw cap [4801201],Clamp side outer mov jaw cap,Jaws & Carriage,shared,ea,9696.00
300255,"Cylinder, Hydraulic, 824Ep, 2440, Carriage [300255]","Cylinder, Hydraulic, 824Ep, 2440, Carriage",Jaws & Carriage,shared,ea,1912.11
848504,Dips lower inner fixed jaw [848504],Dips lower inner fixed jaw,Jaws & Carriage,shared,ea,969.00
1203505,Dips lower inner jaw mod [1203505],Dips lower inner jaw mod,Jaws & Carriage,shared,ea,2299.00
848506,Dips lower inner movable jaw [848506],Dips lower inner movable jaw,Jaws & Carriage,shared,ea,969.00
1203502,Dips lower inner movable jaw [1203502],Dips lower inner movable jaw,Jaws & Carriage,shared,ea,2123.00
848505,Dips lower outer fixed jaw [848505],Dips lower outer fixed jaw,Jaws & Carriage,shared,ea,969.00
1203204,Dips lower outer fixed jaw [1203204],Dips lower outer fixed jaw,Jaws & Carriage,shared,ea,1222.00
1203504,DIPS LOWER OUTER JAW MOD [1203504],DIPS LOWER OUTER JAW MOD,Jaws & Carriage,shared,ea,1547.00
848507,Dips lower outer movable jaw [848507],Dips lower outer movable jaw,Jaws & Carriage,shared,ea,969.00
1203503,Dips lower outer movable jaw [1203503],Dips lower outer movable jaw,Jaws & Carriage,shared,ea,2123.00
848602,Dips upper jaw [848602],Dips upper jaw,Jaws & Carriage,shared,ea,433.00
1203302,Dips upper jaw [1203302],Dips upper jaw,Jaws & Carriage,shared,ea,888.00
457902,Drive jaw frame cover [457902],Drive jaw frame cover,Jaws & Carriage,shared,ea,532.00
2431001,DUAL FORCE CARRIAGE CYLINDER [2431001],DUAL FORCE CARRIAGE CYLINDER,Jaws & Carriage,shared,ea,1092.00
1264301,Dynamc 2 jaw roll bar skid wld [1264301],Dynamc 2 jaw roll bar skid wld,Jaws & Carriage,shared,ea,1478.00
900401,Dynamc 250 ep 2 jaw crg assy [900401],Dynamc 250 ep 2 jaw crg assy,Jaws & Carriage,shared,ea,11579.00
900301,Dynamc 250 ep 4 jaw crg assy [900301],Dynamc 250 ep 4 jaw crg assy,Jaws & Carriage,shared,ea,13275.00
882001,Dynamc 250 hp 2j carriage assy [882001],Dynamc 250 hp 2j carriage assy,Jaws & Carriage,shared,ea,15071.00
881901,Dynamc 250 hp 4j carriage assy [881901],Dynamc 250 hp 4j carriage assy,Jaws & Carriage,shared,ea,16831.00
886901,Dynamc 250 inner fix jaw [886901],Dynamc 250 inner fix jaw,Jaws & Carriage,shared,ea,961.00
891301,DYNAMC 250 JAW PAWL [891301],DYNAMC 250 JAW PAWL,Jaws & Carriage,shared,ea,13.02
886801,Dynamc 250 movable jaw [886801],Dynamc 250 movable jaw,Jaws & Carriage,shared,ea,961.00
886701,Dynamc 250 outer fix jaw [886701],Dynamc 250 outer fix jaw,Jaws & Carriage,shared,ea,961.00
892201,Dynamc 250 roll bar skid wld [892201],Dynamc 250 roll bar skid wld,Jaws & Carriage,shared,ea,1114.00
900201,Dynamc 28 ep 2 jaw crg assy [900201],Dynamc 28 ep 2 jaw crg assy,Jaws & Carriage,shared,ea,11868.00
900101,Dynamc 28 ep 4 jaw crg assy [900101],Dynamc 28 ep 4 jaw crg assy,Jaws & Carriage,shared,ea,13740.00
898101,Dynamc 28 ep sdwl carriage asy [898101],Dynamc 28 ep sdwl carriage asy,Jaws & Carriage,shared,ea,6816.00
881601,Dynamc 28 hp 2j carriage assy [881601],Dynamc 28 hp 2j carriage assy,Jaws & Carriage,shared,ea,13978.00
881501,Dynamc 28 hp 4j carriage assy [881501],Dynamc 28 hp 4j carriage assy,Jaws & Carriage,shared,ea,16831.00
1274901,Dynamc 412 ep 2 jaw crg assy [1274901],Dynamc 412 ep 2 jaw crg assy,Jaws & Carriage,shared,ea,15795.00
1274801,Dynamc 412 ep 4 jaw crg assy [1274801],Dynamc 412 ep 4 jaw crg assy,Jaws & Carriage,shared,ea,18277.00
1265901,Dynamc carriage data cable asy [1265901],Dynamc carriage data cable asy,Jaws & Carriage,shared,ea,1059.00
1264801,DYNAMC CARRIAGE HOSE SET [1264801],DYNAMC CARRIAGE HOSE SET,Jaws & Carriage,shared,ea,2274.00
1255701,Dynamc carriage skid wld [1255701],Dynamc carriage skid wld,Jaws & Carriage,shared,ea,741.00
848512,Dynamc dips lwr inr fix jaw [848512],Dynamc dips lwr inr fix jaw,Jaws & Carriage,shared,ea,889.00
848513,Dynamc dips lwr movable jaw [848513],Dynamc dips lwr movable jaw,Jaws & Carriage,shared,ea,969.00
848511,Dynamc dips lwr otr fix jaw [848511],Dynamc dips lwr otr fix jaw,Jaws & Carriage,shared,ea,969.00
A882202,Dynamc hp 2 jaw hose kit [A882202],Dynamc hp 2 jaw hose kit,Jaws & Carriage,shared,ea,311.00
1203207,Dynamc inner fixed jaw [1203207],Dynamc inner fixed jaw,Jaws & Carriage,shared,ea,1192.00
1260301,DYNAMC JAW PAWL [1260301],DYNAMC JAW PAWL,Jaws & Carriage,shared,ea,12.98
1259401,Dynamc moveable jaw [1259401],Dynamc moveable jaw,Jaws & Carriage,shared,ea,1381.00
1203206,Dynamc outer fixed jaw [1203206],Dynamc outer fixed jaw,Jaws & Carriage,shared,ea,1240.00
1264201,Dynamc roll bar skid wld [1264201],Dynamc roll bar skid wld,Jaws & Carriage,shared,ea,1515.00
1268701,Dynamc skid wld [1268701],Dynamc skid wld,Jaws & Carriage,shared,ea,797.00
892301,Dynamc250 2j roll bar skid wld [892301],Dynamc250 2j roll bar skid wld,Jaws & Carriage,shared,ea,1088.00
3611002,Fix jaw vlv stack mtg ang wld [3611002],Fix jaw vlv stack mtg ang wld,Jaws & Carriage,shared,ea,683.00
2423802,FIX JAW VLV STACK MTG ANG WLD [2423802],FIX JAW VLV STACK MTG ANG WLD,Jaws & Carriage,shared,ea,523.00
6306703,Fix jaw vlv stack mtg bkt wld [6306703],Fix jaw vlv stack mtg bkt wld,Jaws & Carriage,shared,ea,1719.00
201302,Fixed jaw [201302],Fixed jaw,Jaws & Carriage,shared,ea,358.00
T4810101,Fixed jaw brace [T4810101],Fixed jaw brace,Jaws & Carriage,shared,ea,1371.00
T802602,Fixed jaw brace [T802602],Fixed jaw brace,Jaws & Carriage,shared,ea,104.00
816505,Fixed jaw brace [816505],Fixed jaw brace,Jaws & Carriage,shared,ea,107.00
1815506,Fixed jaw brace [1815506],Fixed jaw brace,Jaws & Carriage,shared,ea,338.00
1815505,Fixed jaw brace [1815505],Fixed jaw brace,Jaws & Carriage,shared,ea,131.00
1815504,Fixed jaw brace [1815504],Fixed jaw brace,Jaws & Carriage,shared,ea,148.00
1815503,Fixed jaw brace [1815503],Fixed jaw brace,Jaws & Carriage,shared,ea,176.00
1242801,Fixed jaw brace [1242801],Fixed jaw brace,Jaws & Carriage,shared,ea,116.00
T5029301,Fixed jaw brace bar [T5029301],Fixed jaw brace bar,Jaws & Carriage,shared,ea,162.00
839501,Fixed jaw brace knob assy [839501],Fixed jaw brace knob assy,Jaws & Carriage,shared,ea,27.84
T9003701,Fixed jaw brace shoulder screw [T9003701],Fixed jaw brace shoulder screw,Jaws & Carriage,shared,ea,314.00
839601,Fixed jaw brace shoulder screw [839601],Fixed jaw brace shoulder screw,Jaws & Carriage,shared,ea,36.01
1242901,FIXED JAW BRACE SHOULDER SCREW [1242901],FIXED JAW BRACE SHOULDER SCREW,Jaws & Carriage,shared,ea,226.00
T9003101,Fixed jaw brace weldment [T9003101],Fixed jaw brace weldment,Jaws & Carriage,shared,ea,611.00
816502,Fixed jaw brace weldment;sp [816502],Fixed jaw brace weldment;sp,Jaws & Carriage,shared,ea,307.00
T900P0869896,Fixed jaw brace wld [T900P0869896],Fixed jaw brace wld,Jaws & Carriage,shared,ea,1118.00
T24P0887126,Fixed jaw brace wld [T24P0887126],Fixed jaw brace wld,Jaws & Carriage,shared,ea,183.00
T2406001,Fixed jaw brace wld [T2406001],Fixed jaw brace wld,Jaws & Carriage,shared,ea,417.00
816503,Fixed jaw brace;sp [816503],Fixed jaw brace;sp,Jaws & Carriage,shared,ea,182.00
816501,Fixed jaw brace;sp [816501],Fixed jaw brace;sp,Jaws & Carriage,shared,ea,152.00
T24P0887623,Fixed jaw clamp cyl bar assy [T24P0887623],Fixed jaw clamp cyl bar assy,Jaws & Carriage,shared,ea,692.00
T9003301,Fixed jaw clamp cyl handle wld [T9003301],Fixed jaw clamp cyl handle wld,Jaws & Carriage,shared,ea,354.00
1870801,Fixed jaw clamp handle [1870801],Fixed jaw clamp handle,Jaws & Carriage,shared,ea,87.47
6303102,Fixed jaw clamp side jaw cap [6303102],Fixed jaw clamp side jaw cap,Jaws & Carriage,shared,ea,16298.00
730401,Fixed jaw frame upper [730401],Fixed jaw frame upper,Jaws & Carriage,shared,ea,273.00
T9025101,Fixed jaw guide rod bracket [T9025101],Fixed jaw guide rod bracket,Jaws & Carriage,shared,ea,843.00
3601001,Fixed jaw manifold mod [3601001],Fixed jaw manifold mod,Jaws & Carriage,shared,ea,2629.00
732702,Fixed jaw pivot post [732702],Fixed jaw pivot post,Jaws & Carriage,shared,ea,175.00
6303002,Fixed jaw pivot side jaw cap [6303002],Fixed jaw pivot side jaw cap,Jaws & Carriage,shared,ea,16298.00
1225701,Fixed jaw rest button [1225701],Fixed jaw rest button,Jaws & Carriage,shared,ea,152.00
828204,FIXED JAW SPACER [828204],FIXED JAW SPACER,Jaws & Carriage,shared,ea,402.00
828202,FIXED JAW SPACER ASSY [828202],FIXED JAW SPACER ASSY,Jaws & Carriage,shared,ea,382.00
828203,FIXED JAW SPACER(THRU M7A2240) [828203],FIXED JAW SPACER(THRU M7A2240),Jaws & Carriage,shared,ea,382.00
2414605,Fixed jaw tie bar wld [2414605],Fixed jaw tie bar wld,Jaws & Carriage,shared,ea,329.00
2414603,Fixed jaw tie bar wld [2414603],Fixed jaw tie bar wld,Jaws & Carriage,shared,ea,552.00
2414601,FIXED JAW TIE BAR;SP [2414601],FIXED JAW TIE BAR;SP,Jaws & Carriage,shared,ea,658.00
T900P0842291,Fixed jaw tube blkhd bracket [T900P0842291],Fixed jaw tube blkhd bracket,Jaws & Carriage,shared,ea,34.60
4815102,Fixed jaw valve mtg bkt wld [4815102],Fixed jaw valve mtg bkt wld,Jaws & Carriage,shared,ea,1073.00
6306805,Fixed jaw valve stack cover [6306805],Fixed jaw valve stack cover,Jaws & Carriage,shared,ea,1624.00
6306802,FIXED JAW VALVE STACK COVER [6306802],FIXED JAW VALVE STACK COVER,Jaws & Carriage,shared,ea,1308.00
6306801,FIXED JAW VALVE STACK COVER [6306801],FIXED JAW VALVE STACK COVER,Jaws & Carriage,shared,ea,1308.00
6306701,FIXED JAW VALVE STACK MTG BKT [6306701],FIXED JAW VALVE STACK MTG BKT,Jaws & Carriage,shared,ea,808.00
T5029403,H/c stretch mov jaw clp handle [T5029403],H/c stretch mov jaw clp handle,Jaws & Carriage,shared,ea,80.64
T9002902,Hf carriage cylinder [T9002902],Hf carriage cylinder,Jaws & Carriage,shared,ea,1355.00
4802001,Hf carriage cylinder [4802001],Hf carriage cylinder,Jaws & Carriage,shared,ea,3882.00
1202401,Hf carriage cylinder [1202401],Hf carriage cylinder,Jaws & Carriage,shared,ea,331.00
813801,Hf hyd carriage cylinder [813801],Hf hyd carriage cylinder,Jaws & Carriage,shared,ea,211.00
2415802,Hf hyd carriage cylinder [2415802],Hf hyd carriage cylinder,Jaws & Carriage,shared,ea,1496.00
1202401XST,HF HYD CARRIAGE CYLINDER [1202401XST],HF HYD CARRIAGE CYLINDER,Jaws & Carriage,shared,ea,462.00
1202401ST,HF HYD CARRIAGE CYLINDER [1202401ST],HF HYD CARRIAGE CYLINDER,Jaws & Carriage,shared,ea,483.00
2415801,HF HYD CARRIAGE CYLINDER;SP [2415801],HF HYD CARRIAGE CYLINDER;SP,Jaws & Carriage,shared,ea,1004.00
2507502,Hf jaw brace [2507502],Hf jaw brace,Jaws & Carriage,shared,ea,83.97
31507601,Hf jaw brace [31507601],Hf jaw brace,Jaws & Carriage,shared,ea,106.00
SW31601,Hornet xl carriage assy [SW31601],Hornet xl carriage assy,Jaws & Carriage,shared,ea,9175.00
4818501,HTR&FCR CARRIAGE STOP;SP [4818501],HTR&FCR CARRIAGE STOP;SP,Jaws & Carriage,shared,ea,282.00
6301501,Htr&fcr indexer hose mtg bkt [6301501],Htr&fcr indexer hose mtg bkt,Jaws & Carriage,shared,ea,676.00
6302004,Htr/fcr indexing carriage [6302004],Htr/fcr indexing carriage,Jaws & Carriage,shared,ea,10749.00
1801203,Hyd clamping upper jaw mod [1801203],Hyd clamping upper jaw mod,Jaws & Carriage,shared,ea,1425.00
1801116,Hyd clmp lwr inner fixed jaw [1801116],Hyd clmp lwr inner fixed jaw,Jaws & Carriage,shared,ea,2805.00
1203208,Hyd clmpng dips lwr inr fx jaw [1203208],Hyd clmpng dips lwr inr fx jaw,Jaws & Carriage,shared,ea,1240.00
1203305,Hyd clmpng dips upper jaw mod [1203305],Hyd clmpng dips upper jaw mod,Jaws & Carriage,shared,ea,869.00
1262701,Hyd clmpng outer fxd jaw brace [1262701],Hyd clmpng outer fxd jaw brace,Jaws & Carriage,shared,ea,94.39
6307201,Idx carriage mtg stiffener pl [6307201],Idx carriage mtg stiffener pl,Jaws & Carriage,shared,ea,1267.00
6306102,Index carriage guide rod [6306102],Index carriage guide rod,Jaws & Carriage,shared,ea,2201.00
6306101,INDEX CARRIAGE GUIDE ROD;SP [6306101],INDEX CARRIAGE GUIDE ROD;SP,Jaws & Carriage,shared,ea,1588.00
T2402501,Indexer arm [T2402501],Indexer arm,Jaws & Carriage,shared,ea,3889.00
T9026301,Indexer arm [T9026301],Indexer arm,Jaws & Carriage,shared,ea,4202.00
T9005002,Indexer arm end plate [T9005002],Indexer arm end plate,Jaws & Carriage,shared,ea,258.00
T9004701,Indexer bearing block [T9004701],Indexer bearing block,Jaws & Carriage,shared,ea,443.00
t4802202,Indexer box mod [t4802202],Indexer box mod,Jaws & Carriage,shared,ea,1020.00
T2414801,Indexer bracket mount plate [T2414801],Indexer bracket mount plate,Jaws & Carriage,shared,ea,45.49
T2414201,Indexer bracket wld [T2414201],Indexer bracket wld,Jaws & Carriage,shared,ea,799.00
T9039001,Indexer brkt wld [T9039001],Indexer brkt wld,Jaws & Carriage,shared,ea,763.00
T2406128,Indexer bulkhead bracket [T2406128],Indexer bulkhead bracket,Jaws & Carriage,shared,ea,208.00
T9003827,Indexer bulkhead bracket [T9003827],Indexer bulkhead bracket,Jaws & Carriage,shared,ea,154.00
T48P0807520,Indexer carriage [T48P0807520],Indexer carriage,Jaws & Carriage,shared,ea,3119.00
08P0874773,Indexer control label [08P0874773],Indexer control label,Jaws & Carriage,shared,ea,9.75
